1503902696, 2278, 0, 0
1503902697, 2278, 0, 0
1503902698, 2278, 2252.94897690863, 2253.9348
1503902699, 2278, 2253.2055, 2254.2
1503902700, 2278, 2252.9402999999998, 2254.0674
1503902701, 2278, 2253.2718, 2254.2
1503902702, 2278, 2253.34787592158, 2254.0224641758805
1503902703, 2278, 2253.2718, 2253.6696
1503902704, 2275, 2253.4044, 2253.6033
1503902705, 2275, 2253.4707, 2253.537
1503902706, 2275, 2253.339493576297, 2254.1981036033394
1503902707, 2275, 2253.073055268238, 2254.1337
1503902708, 2275, 2253.0728999999997, 2254.0674
1503902709, 2275, 2253.2055, 2253.940147154337
1503902710, 2275, 2252.9402999999998, 2254.2
1503902711, 2275, 2253.2718, 2253.7359
1503902712, 2275, 2252.9402999999998, 2253.6696
1503902713, 2275, 2252.9402999999998, 2253.6033
1503902714, 2275, 2252.9402999999998, 2254.1956647017305
1503902715, 2275, 2252.9402999999998, 2254.0631668722745
1503902716, 2275, 2252.9402999999998, 2254.179840417652
1503902717, 2275, 2252.9402999999998, 2254.165885184709
1503902718, 2275, 2252.9402999999998, 2254.165885184709
1503902719, 2275, 2252.9402999999998, 2254.165885184709
1503902720, 2275, 2252.9402999999998, 2254.165885184709
1503902721, 2275, 2252.9402999999998, 2254.1637532830377
1503902722, 2275, 2252.9402999999998, 2254.1637532830377
1503902723, 2275, 2252.9402999999998, 2254.1637532830377
1503902724, 2275, 2252.9402999999998, 2254.178561183368
1503902725, 2275, 2252.9402999999998, 2254.1756102393747
1503902726, 2275, 2252.9402999999998, 2254.1756102393747
1503902727, 2275, 2252.9402999999998, 2253.537
1503902728, 2275, 2252.9402999999998, 2253.4044
1503902729, 2275, 2252.9402999999998, 2253.3381
1503902730, 2275, 2252.9402999999998, 2253.3381
1503902731, 2275, 2252.9402999999998, 2253.3381
1503902732, 2275, 2252.9402999999998, 2253.3381
1503902733, 2275, 2252.9402999999998, 2253.3381
1503902734, 2275, 2252.9402999999998, 2253.2718
1503902735, 2275, 2252.9402999999998, 2253.2055
1503902736, 2275, 2252.8740000000003, 2253.5965292597143
1503902737, 2275, 2252.8740000000003, 2253.4707
1503902738, 2275, 2252.8740000000003, 2253.4044
1503902739, 2275, 2252.8740000000003, 2253.2718
1503902740, 2275, 2252.8740000000003, 2253.2055
1503902741, 2275, 2252.9402999999998, 2253.6248303088323
1503902742, 2275, 2252.9402999999998, 2253.4707
1503902743, 2275, 2252.9402999999998, 2253.7063393452922
1503902744, 2275, 2252.9402999999998, 2253.4707
1503902745, 2275, 2252.9402999999998, 2253.678184368202
1503902746, 2275, 2252.9402999999998, 2253.678184368202
1503902747, 2275, 2252.9402999999998, 2253.678184368202
